"","LATITUDE","LONGITUDE","CONDITION","THEFTCOUNT","DOT_COLOR","SAFETY_RATING"
"1625",47.6032,-122.3317,"GOOD",102,"#916E00","Pretty unsafe"
"1626",47.6028,-122.3316,"GOOD",101,"#8F7000","Pretty unsafe"
"1627",47.6033,-122.3321,"GOOD",107,"#986700","Pretty unsafe"
"1628",47.606,-122.3345,"GOOD",97,"#8A7500","Pretty unsafe"
"1629",47.6062,-122.3344,"GOOD",93,"#847B00","Pretty unsafe"
"1630",47.6085,-122.3353,"GOOD",137,"#C33C00","Unsafe!"
"1631",47.609,-122.3357,"GOOD",166,"#EC1300","Unsafe!"
"1632",47.6087,-122.3355,"GOOD",152,"#D82700","Unsafe!"
"1633",47.5585,-122.2852,"GOOD",22,"#1FE000","Safe"
"1634",47.5584,-122.2854,"GOOD",24,"#22DD00","Safe"
"1635",47.558,-122.285,"GOOD",24,"#22DD00","Safe"
"1636",47.5582,-122.2853,"GOOD",24,"#22DD00","Safe"
"1637",47.634,-122.3421,"GOOD",25,"#23DC00","Safe"
"1638",47.6534,-122.3426,"GOOD",38,"#36C900","Pretty safe"
"1639",47.6619,-122.3421,"GOOD",20,"#1CE300","Safe"
"1640",47.6619,-122.3422,"GOOD",20,"#1CE300","Safe"
"1641",47.6617,-122.3422,"GOOD",20,"#1CE300","Safe"
"1642",47.662,-122.3421,"GOOD",20,"#1CE300","Safe"
"1643",47.6616,-122.3422,"GOOD",19,"#1BE400","Safe"
"1644",47.5957,-122.3226,"GOOD",22,"#1FE000","Safe"
"1645",47.6522,-122.358,"GOOD",20,"#1CE300","Safe"
"1646",47.6522,-122.358,"GOOD",20,"#1CE300","Safe"
"1647",47.6231,-122.3409,"GOOD",34,"#30CF00","Pretty safe"
"1648",47.6229,-122.3409,"GOOD",34,"#30CF00","Pretty safe"
"1649",47.6225,-122.3409,"GOOD",34,"#30CF00","Pretty safe"
"1650",47.6224,-122.3409,"GOOD",34,"#30CF00","Pretty safe"
"1651",47.6226,-122.3409,"GOOD",34,"#30CF00","Pretty safe"
"1652",47.6238,-122.3409,"GOOD",30,"#2AD500","Pretty safe"
"1653",47.6238,-122.3409,"GOOD",30,"#2AD500","Pretty safe"
"1654",47.6237,-122.3409,"GOOD",20,"#1CE300","Safe"
"1655",47.6237,-122.3409,"GOOD",20,"#1CE300","Safe"
"1656",47.5976,-122.3241,"GOOD",35,"#31CE00","Pretty safe"
"1657",47.6613,-122.333,"GOOD",28,"#27D800","Pretty safe"
"1658",47.6613,-122.3332,"GOOD",28,"#27D800","Pretty safe"
"1659",47.6614,-122.3335,"GOOD",39,"#37C800","Pretty safe"
"1660",47.6614,-122.333,"GOOD",28,"#27D800","Pretty safe"
"1661",47.5999,-122.3021,"GOOD",7,"#09F600","Very safe"
"1662",47.6562,-122.3208,"GOOD",26,"#25DA00","Safe"
"1663",47.5994,-122.3032,"GOOD",3,"#04FB00","Very safe"
"1664",47.6813,-122.3268,"GOOD",71,"#659A00","Pretty safe"
"1665",47.6716,-122.3878,"GOOD",42,"#3BC400","Pretty safe"
"1666",47.6153,-122.3259,"GOOD",77,"#6D9200","Pretty safe"
"1667",47.6151,-122.3257,"GOOD",77,"#6D9200","Pretty safe"
"1668",47.6151,-122.3259,"GOOD",73,"#679800","Pretty safe"
"1669",47.6024,-122.332,"GOOD",91,"#817E00","Pretty unsafe"
"1670",47.7183,-122.2957,"GOOD",29,"#29D600","Pretty safe"
"1671",47.7188,-122.2956,"GOOD",29,"#29D600","Pretty safe"
"1672",47.7178,-122.296,"GOOD",27,"#26D900","Pretty safe"
"1673",47.7181,-122.2958,"GOOD",29,"#29D600","Pretty safe"
"1674",47.7186,-122.2955,"GOOD",29,"#29D600","Pretty safe"
"1675",47.7186,-122.2957,"GOOD",29,"#29D600","Pretty safe"
"1676",47.7183,-122.2959,"GOOD",29,"#29D600","Pretty safe"
"1677",47.718,-122.2959,"GOOD",27,"#26D900","Pretty safe"
"1678",47.6184,-122.3448,"FAIR",77,"#6D9200","Pretty safe"
"1679",47.6184,-122.3448,"FAIR",77,"#6D9200","Pretty safe"
"1680",47.6146,-122.3468,"GOOD",69,"#629D00","Pretty safe"
"1681",47.6143,-122.3463,"GOOD",63,"#59A600","Pretty safe"
"1682",47.6145,-122.3462,"GOOD",60,"#55AA00","Pretty safe"
"1683",47.6143,-122.3462,"FAIR",63,"#59A600","Pretty safe"
"1684",47.607,-122.3381,"GOOD",96,"#887700","Pretty unsafe"
"1685",47.6071,-122.3373,"GOOD",90,"#807F00","Pretty unsafe"
"1686",47.5728,-122.3707,"GOOD",9,"#0CF300","Safe"
"1687",47.5819,-122.404,"GOOD",1,"#01FE00","Very safe"
"1688",47.5819,-122.404,"GOOD",1,"#01FE00","Very safe"
"1689",47.5814,-122.4052,"GOOD",2,"#02FD00","Very safe"
"1690",47.5814,-122.4052,"GOOD",2,"#02FD00","Very safe"
"1691",47.5814,-122.4052,"GOOD",2,"#02FD00","Very safe"
"1692",47.5823,-122.4031,"GOOD",3,"#04FB00","Very safe"
"1693",47.5823,-122.4031,"GOOD",3,"#04FB00","Very safe"
"1694",47.5823,-122.4031,"GOOD",3,"#04FB00","Very safe"
"1695",47.5802,-122.408,"GOOD",3,"#04FB00","Very safe"
"1696",47.5802,-122.408,"GOOD",3,"#04FB00","Very safe"
"1697",47.5801,-122.408,"GOOD",3,"#04FB00","Very safe"
"1698",47.5806,-122.4071,"GOOD",3,"#04FB00","Very safe"
"1699",47.5806,-122.4071,"GOOD",3,"#04FB00","Very safe"
"1700",47.5806,-122.407,"GOOD",3,"#04FB00","Very safe"
"1701",47.5814,-122.4052,"GOOD",2,"#02FD00","Very safe"
"1702",47.5819,-122.4039,"GOOD",1,"#01FE00","Very safe"
"1703",47.5819,-122.4039,"GOOD",1,"#01FE00","Very safe"
"1704",47.5823,-122.4031,"GOOD",3,"#04FB00","Very safe"
"1705",47.6757,-122.3985,"GOOD",6,"#08F700","Very safe"
"1706",47.6757,-122.3982,"GOOD",6,"#08F700","Very safe"
"1707",47.6755,-122.3982,"GOOD",6,"#08F700","Very safe"
"1708",47.6162,-122.3511,"GOOD",49,"#45BA00","Pretty safe"
"1709",47.6158,-122.3509,"GOOD",45,"#40BF00","Pretty safe"
"1710",47.6162,-122.3515,"GOOD",47,"#42BD00","Pretty safe"
"1711",47.6168,-122.352,"GOOD",42,"#3BC400","Pretty safe"
"1712",47.6167,-122.3524,"GOOD",28,"#27D800","Pretty safe"
"1713",47.626,-122.3581,"GOOD",29,"#29D600","Pretty safe"
"1714",47.6652,-122.3791,"GOOD",31,"#2CD300","Pretty safe"
"1715",47.6003,-122.3275,"GOOD",43,"#3DC200","Pretty safe"
"1716",47.5985,-122.3278,"GOOD",47,"#42BD00","Pretty safe"
"1717",47.6358,-122.3225,"GOOD",15,"#15EA00","Safe"
"1718",47.5748,-122.3033,"GOOD",2,"#02FD00","Very safe"
"1719",47.6152,-122.3204,"GOOD",79,"#708F00","Pretty safe"
"1720",47.6153,-122.3164,"GOOD",56,"#4FB000","Pretty safe"
"1721",47.6787,-122.3177,"GOOD",17,"#18E700","Safe"
"1722",47.6787,-122.3176,"GOOD",17,"#18E700","Safe"
"1723",47.6791,-122.3246,"GOOD",101,"#8F7000","Pretty unsafe"
"1724",47.679,-122.3246,"GOOD",101,"#8F7000","Pretty unsafe"
"1725",47.6791,-122.324,"GOOD",99,"#8D7200","Pretty unsafe"
"1726",47.62,-122.3484,"FAIR",77,"#6D9200","Pretty safe"
"1727",47.6187,-122.3556,"GOOD",47,"#42BD00","Pretty safe"
"1728",47.614,-122.3517,"GOOD",31,"#2CD300","Pretty safe"
"1729",47.6855,-122.2905,"GOOD",3,"#04FB00","Very safe"
"1730",47.6498,-122.3504,"GOOD",64,"#5BA400","Pretty safe"
"1731",47.6497,-122.3502,"GOOD",64,"#5BA400","Pretty safe"
"1732",47.6498,-122.3508,"GOOD",63,"#59A600","Pretty safe"
"1733",47.6498,-122.3506,"GOOD",63,"#59A600","Pretty safe"
"1734",47.6499,-122.3511,"GOOD",67,"#5FA000","Pretty safe"
"1735",47.6498,-122.351,"GOOD",63,"#59A600","Pretty safe"
"1736",47.6498,-122.3507,"GOOD",63,"#59A600","Pretty safe"
"1737",47.6056,-122.3372,"GOOD",73,"#679800","Pretty safe"
"1738",47.6219,-122.325,"GOOD",51,"#48B700","Pretty safe"
"1739",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1740",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1741",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1742",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1743",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1744",47.6187,-122.3461,"GOOD",82,"#748B00","Pretty safe"
"1745",47.6842,-122.3554,"GOOD",9,"#0CF300","Safe"
"1746",47.6184,-122.3306,"GOOD",82,"#748B00","Pretty safe"
"1747",47.6613,-122.3253,"GOOD",19,"#1BE400","Safe"
"1748",47.6614,-122.3252,"GOOD",16,"#16E900","Safe"
"1749",47.6614,-122.3259,"GOOD",21,"#1DE200","Safe"
"1750",47.6696,-122.3824,"GOOD",74,"#699600","Pretty safe"
"1751",47.6698,-122.3824,"GOOD",51,"#48B700","Pretty safe"
"1752",47.6145,-122.3403,"GOOD",85,"#798600","Pretty safe"
"1753",47.6147,-122.3404,"GOOD",86,"#7A8500","Pretty safe"
"1754",47.617,-122.3371,"GOOD",49,"#45BA00","Pretty safe"
"1755",47.6167,-122.3374,"GOOD",53,"#4BB400","Pretty safe"
"1756",47.6245,-122.2949,"GOOD",0,"#00FF00","Very safe"
"1757",47.6242,-122.295,"GOOD",0,"#00FF00","Very safe"
"1758",47.6246,-122.2943,"GOOD",0,"#00FF00","Very safe"
"1759",47.6244,-122.2947,"GOOD",0,"#00FF00","Very safe"
"1760",47.6219,-122.3399,"GOOD",50,"#47B800","Pretty safe"
"1761",47.6218,-122.3396,"GOOD",50,"#47B800","Pretty safe"
"1762",47.536,-122.3765,"GOOD",1,"#01FE00","Very safe"
"1763",47.5357,-122.3767,"GOOD",2,"#02FD00","Very safe"
"1764",47.6914,-122.3769,"GOOD",16,"#16E900","Safe"
"1765",47.6912,-122.3769,"GOOD",16,"#16E900","Safe"
"1766",47.6921,-122.3769,"GOOD",17,"#18E700","Safe"
"1767",47.6201,-122.3014,"GOOD",6,"#08F700","Very safe"
"1768",47.6518,-122.3529,"GOOD",46,"#41BE00","Pretty safe"
"1769",47.6518,-122.3531,"GOOD",42,"#3BC400","Pretty safe"
"1770",47.6518,-122.3531,"GOOD",42,"#3BC400","Pretty safe"
"1771",47.6519,-122.3527,"GOOD",55,"#4EB100","Pretty safe"
"1772",47.652,-122.3528,"GOOD",48,"#44BB00","Pretty safe"
"1773",47.6869,-122.3872,"GOOD",1,"#01FE00","Very safe"
"1774",47.584,-122.3863,"GOOD",10,"#0EF100","Safe"
"1775",47.6977,-122.3211,"GOOD",3,"#04FB00","Very safe"
"1776",47.6513,-122.3543,"GOOD",33,"#2FD000","Pretty safe"
"1777",47.6056,-122.3385,"GOOD",70,"#639C00","Pretty safe"
"1778",47.6161,-122.3493,"GOOD",47,"#42BD00","Pretty safe"
"1779",47.616,-122.3492,"GOOD",47,"#42BD00","Pretty safe"
"1780",47.618,-122.3482,"FAIR",82,"#748B00","Pretty safe"
"1781",47.6146,-122.3389,"GOOD",82,"#748B00","Pretty safe"
"1782",47.615,-122.3395,"GOOD",93,"#847B00","Pretty unsafe"
"1783",47.6151,-122.3274,"GOOD",96,"#887700","Pretty unsafe"
"1784",47.6151,-122.3277,"GOOD",87,"#7B8400","Pretty safe"
"1785",47.6613,-122.2936,"GOOD",6,"#08F700","Very safe"
"1786",47.6643,-122.3788,"GOOD",25,"#23DC00","Safe"
"1787",47.6641,-122.3788,"GOOD",23,"#20DF00","Safe"
"1788",47.6149,-122.3183,"GOOD",92,"#837C00","Pretty unsafe"
"1789",47.6143,-122.318,"GOOD",93,"#847B00","Pretty unsafe"
"1790",47.6152,-122.3183,"GOOD",101,"#8F7000","Pretty unsafe"
"1791",47.6163,-122.3181,"GOOD",100,"#8E7100","Pretty unsafe"
"1792",47.5737,-122.3868,"GOOD",2,"#02FD00","Very safe"
"1793",47.5735,-122.3868,"GOOD",2,"#02FD00","Very safe"
"1794",47.5668,-122.3868,"GOOD",13,"#12ED00","Safe"
"1795",47.6236,-122.3426,"GOOD",12,"#11EE00","Safe"
"1796",47.6239,-122.3426,"GOOD",22,"#1FE000","Safe"
"1797",47.6597,-122.3167,"GOOD",55,"#4EB100","Pretty safe"
"1798",47.5896,-122.2926,"GOOD",0,"#00FF00","Very safe"
"1799",47.5463,-122.3873,"GOOD",5,"#07F800","Very safe"
"1800",47.545,-122.3873,"GOOD",5,"#07F800","Very safe"
"1801",47.5451,-122.3871,"GOOD",5,"#07F800","Very safe"
"1802",47.5452,-122.3873,"GOOD",5,"#07F800","Very safe"
"1803",47.6051,-122.3327,"GOOD",105,"#956A00","Pretty unsafe"
"1804",47.6589,-122.3176,"GOOD",45,"#40BF00","Pretty safe"
"1805",47.6588,-122.3176,"GOOD",45,"#40BF00","Pretty safe"
"1806",47.6588,-122.3179,"GOOD",57,"#51AE00","Pretty safe"
"1807",47.6599,-122.313,"GOOD",35,"#31CE00","Pretty safe"
"1808",47.6599,-122.313,"GOOD",35,"#31CE00","Pretty safe"
"1809",47.6597,-122.3123,"GOOD",26,"#25DA00","Safe"
"1810",47.6597,-122.3125,"GOOD",33,"#2FD000","Pretty safe"
"1811",47.6597,-122.3125,"GOOD",33,"#2FD000","Pretty safe"
"1812",47.6108,-122.3383,"GOOD",156,"#DE2100","Unsafe!"
"1813",47.6148,-122.3504,"GOOD",39,"#37C800","Pretty safe"
"1814",47.6198,-122.322,"GOOD",114,"#A25D00","Pretty unsafe"
"1815",47.6142,-122.3247,"GOOD",47,"#42BD00","Pretty safe"
"1816",47.614,-122.325,"GOOD",39,"#37C800","Pretty safe"
"1817",47.614,-122.3246,"GOOD",36,"#33CC00","Pretty safe"
"1818",47.6142,-122.3252,"GOOD",50,"#47B800","Pretty safe"
"1819",47.663,-122.3711,"GOOD",48,"#44BB00","Pretty safe"
"1820",47.6015,-122.3301,"GOOD",64,"#5BA400","Pretty safe"
"1821",47.6717,-122.3175,"GOOD",21,"#1DE200","Safe"
"1822",47.6016,-122.3328,"GOOD",57,"#51AE00","Pretty safe"
"1823",47.6014,-122.3328,"GOOD",56,"#4FB000","Pretty safe"
"1824",47.6014,-122.333,"GOOD",51,"#48B700","Pretty safe"
"1825",47.5985,-122.333,"GOOD",51,"#48B700","Pretty safe"
"1826",47.5985,-122.3328,"GOOD",56,"#4FB000","Pretty safe"
"1827",47.66,-122.3982,"GOOD",7,"#09F600","Very safe"
"1828",47.6686,-122.3338,"GOOD",7,"#09F600","Very safe"
"1829",47.6237,-122.3329,"GOOD",58,"#52AD00","Pretty safe"
"1830",47.6481,-122.3238,"GOOD",12,"#11EE00","Safe"
"1831",47.6484,-122.3786,"GOOD",8,"#0BF400","Very safe"
"1832",47.6171,-122.3432,"FAIR",80,"#718E00","Pretty safe"
"1833",47.6174,-122.3432,"GOOD",64,"#5BA400","Pretty safe"
"1834",47.617,-122.3426,"GOOD",71,"#659A00","Pretty safe"
"1835",47.617,-122.3424,"GOOD",65,"#5CA300","Pretty safe"
"1836",47.6171,-122.3427,"GOOD",73,"#679800","Pretty safe"
"1837",47.6174,-122.3432,"GOOD",64,"#5BA400","Pretty safe"
"1838",47.6167,-122.3425,"GOOD",73,"#679800","Pretty safe"
"1839",47.6187,-122.3306,"GOOD",68,"#609F00","Pretty safe"
"1840",47.6546,-122.3214,"GOOD",18,"#19E600","Safe"
"1841",47.6556,-122.3635,"GOOD",13,"#12ED00","Safe"
"1842",47.6182,-122.3404,"GOOD",43,"#3DC200","Pretty safe"
"1843",47.6788,-122.3246,"GOOD",100,"#8E7100","Pretty unsafe"
"1844",47.616,-122.3363,"GOOD",69,"#629D00","Pretty safe"
"1845",47.6163,-122.336,"GOOD",67,"#5FA000","Pretty safe"
"1846",47.5795,-122.321,"GOOD",0,"#00FF00","Very safe"
"1847",47.6134,-122.3387,"GOOD",114,"#A25D00","Pretty unsafe"
"1848",47.6789,-122.3253,"GOOD",95,"#877800","Pretty unsafe"
"1849",47.6789,-122.3255,"GOOD",95,"#877800","Pretty unsafe"
"1850",47.6789,-122.3262,"GOOD",72,"#669900","Pretty safe"
"1851",47.6789,-122.3261,"GOOD",73,"#679800","Pretty safe"
"1852",47.676,-122.3219,"GOOD",25,"#23DC00","Safe"
"1853",47.676,-122.3219,"GOOD",25,"#23DC00","Safe"
"1854",47.6112,-122.3446,"GOOD",45,"#40BF00","Pretty safe"
"1855",47.6107,-122.3441,"GOOD",47,"#42BD00","Pretty safe"
"1856",47.6108,-122.3439,"GOOD",48,"#44BB00","Pretty safe"
"1857",47.6106,-122.3437,"GOOD",53,"#4BB400","Pretty safe"
"1858",47.6106,-122.3437,"GOOD",53,"#4BB400","Pretty safe"
"1859",47.6106,-122.3437,"GOOD",53,"#4BB400","Pretty safe"
"1860",47.6105,-122.3437,"GOOD",51,"#48B700","Pretty safe"
"1861",47.6106,-122.3437,"GOOD",53,"#4BB400","Pretty safe"
"1862",47.6105,-122.3437,"GOOD",51,"#48B700","Pretty safe"
"1863",47.6106,-122.3437,"GOOD",53,"#4BB400","Pretty safe"
"1864",47.6105,-122.3437,"GOOD",51,"#48B700","Pretty safe"
"1865",47.5997,-122.3304,"GOOD",69,"#629D00","Pretty safe"
"1866",47.5997,-122.3304,"GOOD",69,"#629D00","Pretty safe"
"1867",47.5998,-122.3304,"GOOD",57,"#51AE00","Pretty safe"
"1868",47.6796,-122.3876,"GOOD",8,"#0BF400","Very safe"
"1869",47.5771,-122.3292,"GOOD",11,"#0FF000","Safe"
"1870",47.6184,-122.3114,"GOOD",33,"#2FD000","Pretty safe"
"1871",47.6154,-122.3458,"GOOD",64,"#5BA400","Pretty safe"
"1872",47.6147,-122.3451,"FAIR",62,"#58A700","Pretty safe"
"1873",47.6149,-122.3454,"GOOD",62,"#58A700","Pretty safe"
"1874",47.6153,-122.346,"GOOD",69,"#629D00","Pretty safe"
"1875",47.6074,-122.3374,"GOOD",100,"#8E7100","Pretty unsafe"
"1876",47.6081,-122.338,"GOOD",116,"#A55A00","Pretty unsafe"
"1877",47.6078,-122.3377,"GOOD",112,"#9F6000","Pretty unsafe"
"1878",47.6084,-122.3382,"GOOD",130,"#B94600","Pretty unsafe"
"1879",47.6115,-122.3411,"GOOD",116,"#A55A00","Pretty unsafe"
"1880",47.611,-122.3408,"GOOD",128,"#B64900","Pretty unsafe"
"1881",47.6112,-122.3406,"GOOD",132,"#BC4300","Pretty unsafe"
"1882",47.6031,-122.2845,"GOOD",0,"#00FF00","Very safe"
"1883",47.5448,-122.3875,"GOOD",5,"#07F800","Very safe"
"1884",47.608,-122.3327,"GOOD",96,"#887700","Pretty unsafe"
"1885",47.6206,-122.3422,"GOOD",32,"#2DD200","Pretty safe"
"1886",47.6204,-122.3422,"GOOD",32,"#2DD200","Pretty safe"
"1887",47.6933,-122.3554,"GOOD",24,"#22DD00","Safe"
"1888",47.654,-122.4012,"GOOD",2,"#02FD00","Very safe"
"1889",47.6493,-122.3427,"GOOD",24,"#22DD00","Safe"
"1890",47.6547,-122.3424,"FAIR",25,"#23DC00","Safe"
"1891",47.6641,-122.3409,"GOOD",24,"#22DD00","Safe"
"1892",47.6121,-122.3206,"GOOD",37,"#34CB00","Pretty safe"
"1893",47.6123,-122.3206,"GOOD",44,"#3EC100","Pretty safe"
"1894",47.6151,-122.3206,"FAIR",79,"#708F00","Pretty safe"
"1895",47.6147,-122.3209,"GOOD",79,"#708F00","Pretty safe"
"1896",47.6142,-122.3209,"GOOD",78,"#6F9000","Pretty safe"
"1897",47.6151,-122.3209,"GOOD",79,"#708F00","Pretty safe"
"1898",47.6673,-122.3823,"GOOD",68,"#609F00","Pretty safe"
"1899",47.6671,-122.3823,"GOOD",47,"#42BD00","Pretty safe"
"1900",47.5839,-122.3016,"GOOD",6,"#08F700","Very safe"
"1901",47.6719,-122.3761,"GOOD",22,"#1FE000","Safe"
"1902",47.6719,-122.3763,"GOOD",22,"#1FE000","Safe"
"1903",47.6889,-122.3769,"GOOD",18,"#19E600","Safe"
"1904",47.6889,-122.3767,"GOOD",18,"#19E600","Safe"
"1905",47.6073,-122.3357,"GOOD",113,"#A05F00","Pretty unsafe"
"1906",47.6075,-122.3355,"GOOD",134,"#BE4100","Pretty unsafe"
"1907",47.6074,-122.3357,"GOOD",115,"#A35C00","Pretty unsafe"
"1908",47.6099,-122.3381,"GOOD",163,"#E81700","Unsafe!"
"1909",47.6105,-122.3386,"GOOD",156,"#DE2100","Unsafe!"
"1910",47.6103,-122.3385,"GOOD",157,"#DF2000","Unsafe!"
"1911",47.679,-122.3236,"GOOD",99,"#8D7200","Pretty unsafe"
"1912",47.6097,-122.3409,"GOOD",120,"#AA5500","Pretty unsafe"
"1913",47.609,-122.3404,"GOOD",114,"#A25D00","Pretty unsafe"
"1914",47.609,-122.3403,"GOOD",124,"#B04F00","Pretty unsafe"
"1915",47.6257,-122.3391,"GOOD",32,"#2DD200","Pretty safe"
"1916",47.6017,-122.3347,"GOOD",28,"#27D800","Pretty safe"
"1917",47.6016,-122.3339,"GOOD",39,"#37C800","Pretty safe"
"1918",47.6016,-122.3333,"FAIR",52,"#4AB500","Pretty safe"
"1919",47.6066,-122.3206,"GOOD",80,"#718E00","Pretty safe"
"1920",47.6065,-122.3206,"POOR",80,"#718E00","Pretty safe"
"1921",47.5534,-122.3631,"GOOD",1,"#01FE00","Very safe"
"1922",47.6851,-122.2635,"GOOD",7,"#09F600","Very safe"
"1923",47.6853,-122.2637,"GOOD",7,"#09F600","Very safe"
"1924",47.5985,-122.3317,"GOOD",59,"#54AB00","Pretty safe"
"1925",47.5468,-122.3922,"GOOD",0,"#00FF00","Very safe"
"1926",47.6048,-122.338,"GOOD",47,"#42BD00","Pretty safe"
"1927",47.6045,-122.3375,"GOOD",56,"#4FB000","Pretty safe"
"1928",47.6116,-122.3336,"GOOD",139,"#C63900","Unsafe!"
"1929",47.6226,-122.3593,"GOOD",28,"#27D800","Pretty safe"
"1930",47.5746,-122.3091,"GOOD",2,"#02FD00","Very safe"
"1931",47.5745,-122.3091,"GOOD",2,"#02FD00","Very safe"
"1932",47.575,-122.3093,"GOOD",2,"#02FD00","Very safe"
"1933",47.623,-122.3293,"GOOD",73,"#679800","Pretty safe"
"1934",47.5992,-122.3013,"GOOD",7,"#09F600","Very safe"
"1935",47.5993,-122.3019,"GOOD",7,"#09F600","Very safe"
"1936",47.5992,-122.2992,"GOOD",5,"#07F800","Very safe"
"1937",47.6198,-122.3206,"GOOD",106,"#976800","Pretty unsafe"
"1938",47.62,-122.3197,"GOOD",79,"#708F00","Pretty safe"
"1939",47.6198,-122.3197,"GOOD",117,"#A65900","Pretty unsafe"
"1940",47.6805,-122.3258,"GOOD",97,"#8A7500","Pretty unsafe"
"1941",47.6613,-122.337,"GOOD",29,"#29D600","Pretty safe"
"1942",47.6613,-122.3368,"GOOD",28,"#27D800","Pretty safe"
"1943",47.6613,-122.3365,"GOOD",33,"#2FD000","Pretty safe"
"1944",47.6614,-122.3367,"GOOD",33,"#2FD000","Pretty safe"
"1945",47.6614,-122.3368,"GOOD",28,"#27D800","Pretty safe"
"1946",47.6613,-122.3321,"GOOD",29,"#29D600","Pretty safe"
"1947",47.6614,-122.3321,"GOOD",29,"#29D600","Pretty safe"
"1948",47.6614,-122.3317,"GOOD",29,"#29D600","Pretty safe"
"1949",47.6614,-122.3316,"GOOD",34,"#30CF00","Pretty safe"
"1950",47.6123,-122.3313,"GOOD",101,"#8F7000","Pretty unsafe"
"1951",47.5296,-122.3203,"GOOD",4,"#05FA00","Very safe"
"1952",47.6649,-122.3283,"GOOD",16,"#16E900","Safe"
"1953",47.6784,-122.327,"GOOD",64,"#5BA400","Pretty safe"
"1954",47.6784,-122.3272,"GOOD",58,"#52AD00","Pretty safe"
"1955",47.553,-122.3208,"GOOD",1,"#01FE00","Very safe"
"1956",47.5532,-122.321,"GOOD",1,"#01FE00","Very safe"
"1957",47.5529,-122.3207,"GOOD",1,"#01FE00","Very safe"
"1958",47.6129,-122.2977,"GOOD",1,"#01FE00","Very safe"
"1959",47.5591,-122.2856,"GOOD",22,"#1FE000","Safe"
"1960",47.6163,-122.3536,"GOOD",34,"#30CF00","Pretty safe"
"1961",47.5921,-122.2984,"GOOD",3,"#04FB00","Very safe"
"1962",47.6121,-122.3101,"GOOD",33,"#2FD000","Pretty safe"
"1963",47.6117,-122.3102,"GOOD",13,"#12ED00","Safe"
"1964",47.6137,-122.317,"GOOD",78,"#6F9000","Pretty safe"
"1965",47.6139,-122.317,"GOOD",78,"#6F9000","Pretty safe"
"1966",47.6132,-122.3166,"GOOD",86,"#7A8500","Pretty safe"
"1967",47.6136,-122.317,"GOOD",78,"#6F9000","Pretty safe"
"1968",47.6135,-122.3167,"GOOD",77,"#6D9200","Pretty safe"
"1969",47.621,-122.3396,"GOOD",77,"#6D9200","Pretty safe"
"1970",47.5993,-122.3156,"GOOD",26,"#25DA00","Safe"
"1971",47.5991,-122.3158,"GOOD",24,"#22DD00","Safe"
"1972",47.6179,-122.317,"GOOD",43,"#3DC200","Pretty safe"
"1973",47.6187,-122.3168,"GOOD",42,"#3BC400","Pretty safe"
"1974",47.6183,-122.317,"GOOD",40,"#38C700","Pretty safe"
"1975",47.6117,-122.2895,"GOOD",0,"#00FF00","Very safe"
"1976",47.6128,-122.2892,"GOOD",2,"#02FD00","Very safe"
"1977",47.6134,-122.2894,"GOOD",0,"#00FF00","Very safe"
"1978",47.6062,-122.3359,"GOOD",81,"#738C00","Pretty safe"
"1979",47.6134,-122.2892,"GOOD",2,"#02FD00","Very safe"
"1980",47.613,-122.2892,"GOOD",2,"#02FD00","Very safe"
"1981",47.6165,-122.3358,"GOOD",60,"#55AA00","Pretty safe"
"1982",47.5265,-122.315,"GOOD",4,"#05FA00","Very safe"
"1983",47.5259,-122.315,"GOOD",4,"#05FA00","Very safe"
"1984",47.5263,-122.315,"GOOD",4,"#05FA00","Very safe"
"1985",47.72,-122.299,"GOOD",20,"#1CE300","Safe"
"1986",47.7199,-122.299,"GOOD",20,"#1CE300","Safe"
"1987",47.5198,-122.268,"GOOD",3,"#04FB00","Very safe"
"1988",47.621,-122.3386,"GOOD",97,"#8A7500","Pretty unsafe"
"1989",47.6214,-122.3383,"GOOD",70,"#639C00","Pretty safe"
"1990",47.6219,-122.3383,"GOOD",66,"#5EA100","Pretty safe"
"1991",47.6219,-122.3386,"GOOD",66,"#5EA100","Pretty safe"
"1992",47.6133,-122.3507,"GOOD",25,"#23DC00","Safe"
"1993",47.6162,-122.3411,"GOOD",96,"#887700","Pretty unsafe"
"1994",47.6165,-122.3416,"GOOD",63,"#59A600","Pretty safe"
"1995",47.5234,-122.2762,"GOOD",0,"#00FF00","Very safe"
"1996",47.6757,-122.3171,"GOOD",18,"#19E600","Safe"
"1997",47.6759,-122.3166,"GOOD",20,"#1CE300","Safe"
"1998",47.6759,-122.3171,"GOOD",20,"#1CE300","Safe"
"1999",47.6757,-122.3161,"GOOD",19,"#1BE400","Safe"
"2000",47.6757,-122.3169,"GOOD",17,"#18E700","Safe"
"2001",47.6757,-122.3159,"GOOD",19,"#1BE400","Safe"
"2002",47.6759,-122.316,"GOOD",21,"#1DE200","Safe"
"2003",47.6759,-122.3164,"GOOD",20,"#1CE300","Safe"
"2004",47.6173,-122.341,"GOOD",57,"#51AE00","Pretty safe"
